"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~4세","2023년10월_계_5~9세","2023년10월_계_10~14세","2023년10월_계_15~19세","2023년10월_계_20~24세","2023년10월_계_25~29세","2023년10월_계_30~34세","2023년10월_계_35~39세","2023년10월_계_40~44세","2023년10월_계_45~49세","2023년10월_계_50~54세","2023년10월_계_55~59세","2023년10월_계_60~64세","2023년10월_계_65~69세","2023년10월_계_70~74세","2023년10월_계_75~79세","2023년10월_계_80~84세","2023년10월_계_85~89세","2023년10월_계_90~94세","2023년10월_계_95~99세","2023년10월_계_100세 이상","2023년10월_남_총인구수","2023년10월_남_연령구간인구수","2023년10월_남_0~4세","2023년10월_남_5~9세","2023년10월_남_10~14세","2023년10월_남_15~19세","2023년10월_남_20~24세","2023년10월_남_25~29세","2023년10월_남_30~34세","2023년10월_남_35~39세","2023년10월_남_40~44세","2023년10월_남_45~49세","2023년10월_남_50~54세","2023년10월_남_55~59세","2023년10월_남_60~64세","2023년10월_남_65~69세","2023년10월_남_70~74세","2023년10월_남_75~79세","2023년10월_남_80~84세","2023년10월_남_85~89세","2023년10월_남_90~94세","2023년10월_남_95~99세","2023년10월_남_100세 이상","2023년10월_여_총인구수","2023년10월_여_연령구간인구수","2023년10월_여_0~4세","2023년10월_여_5~9세","2023년10월_여_10~14세","2023년10월_여_15~19세","2023년10월_여_20~24세","2023년10월_여_25~29세","2023년10월_여_30~34세","2023년10월_여_35~39세","2023년10월_여_40~44세","2023년10월_여_45~49세","2023년10월_여_50~54세","2023년10월_여_55~59세","2023년10월_여_60~64세","2023년10월_여_65~69세","2023년10월_여_70~74세","2023년10월_여_75~79세","2023년10월_여_80~84세","2023년10월_여_85~89세","2023년10월_여_90~94세","2023년10월_여_95~99세","2023년10월_여_100세 이상"
"경기도 성남시 중원구 (4113300000)","212,648","212,648","5,791","6,678","7,155","7,894","11,126","16,223","17,313","15,272","16,550","14,931","18,013","17,776","19,015","14,799","9,470","6,779","4,766","2,228","672","167","30","107,391","107,391","2,859","3,409","3,708","4,055","5,687","8,482","9,373","8,175","8,783","7,793","9,242","8,825","9,381","7,266","4,469","3,011","1,963","731","139","31","9","105,257","105,257","2,932","3,269","3,447","3,839","5,439","7,741","7,940","7,097","7,767","7,138","8,771","8,951","9,634","7,533","5,001","3,768","2,803","1,497","533","136","21"
"경기도 성남시 분당구 (4113500000)","474,153","474,153","13,084","21,008","26,426","25,640","26,312","32,673","33,767","32,556","40,995","40,607","44,603","34,618","32,190","24,651","15,358","12,157","9,212","5,477","2,244","499","76","229,734","229,734","6,700","10,752","13,557","12,984","13,199","16,401","16,905","15,506","19,159","19,110","21,643","16,937","15,430","12,124","7,242","5,331","3,969","2,001","647","112","25","244,419","244,419","6,384","10,256","12,869","12,656","13,113","16,272","16,862","17,050","21,836","21,497","22,960","17,681","16,760","12,527","8,116","6,826","5,243","3,476","1,597","387","51"
"경기도 의정부시 (4115000000)","465,019","465,019","12,872","17,749","19,959","20,597","27,357","32,733","31,520","29,005","36,667","34,864","43,040","38,948","38,254","29,012","18,238","14,861","11,279","5,760","1,826","406","72","228,594","228,594","6,647","9,207","10,145","10,606","13,782","16,451","16,229","14,852","18,865","17,483","21,096","18,990","18,745","13,804","8,359","6,354","4,468","1,952","467","79","13","236,425","236,425","6,225","8,542","9,814","9,991","13,575","16,282","15,291","14,153","17,802","17,381","21,944","19,958","19,509","15,208","9,879","8,507","6,811","3,808","1,359","327","59"
"경기도 안양시 (4117000000)","544,083","544,083","15,350","20,139","23,453","25,095","30,834","37,782","40,654","37,656","42,058","40,892","48,852","45,612","46,713","34,616","20,682","14,568","10,640","5,816","2,156","458","57","268,810","268,810","7,837","10,223","12,119","12,995","15,885","19,678","21,015","19,407","21,268","20,012","23,642","22,134","22,477","16,966","10,073","6,455","4,213","1,803","515","85","8","275,273","275,273","7,513","9,916","11,334","12,100","14,949","18,104","19,639","18,249","20,790","20,880","25,210","23,478","24,236","17,650","10,609","8,113","6,427","4,013","1,641","373","49"
"경기도 안양시 만안구 (4117100000)","231,803","231,803","6,174","7,255","7,802","8,939","13,029","16,764","17,340","15,404","16,809","15,769","20,083","20,607","21,897","16,553","10,402","7,478","5,431","2,842","994","204","27","115,790","115,790","3,053","3,661","4,074","4,667","6,651","8,874","9,177","8,141","8,910","8,089","9,817","10,102","10,679","8,103","5,086","3,338","2,192","903","239","34","0","116,013","116,013","3,121","3,594","3,728","4,272","6,378","7,890","8,163","7,263","7,899","7,680","10,266","10,505","11,218","8,450","5,316","4,140","3,239","1,939","755","170","27"
"경기도 안양시 동안구 (4117300000)","312,280","312,280","9,176","12,884","15,651","16,156","17,805","21,018","23,314","22,252","25,249","25,123","28,769","25,005","24,816","18,063","10,280","7,090","5,209","2,974","1,162","254","30","153,020","153,020","4,784","6,562","8,045","8,328","9,234","10,804","11,838","11,266","12,358","11,923","13,825","12,032","11,798","8,863","4,987","3,117","2,021","900","276","51","8","159,260","159,260","4,392","6,322","7,606","7,828","8,571","10,214","11,476","10,986","12,891","13,200","14,944","12,973","13,018","9,200","5,293","3,973","3,188","2,074","886","203","22"
"경기도 부천시 (4119000000)","782,854","782,854","19,276","26,899","31,378","33,400","43,122","56,433","56,305","51,307","61,307","57,909","70,219","69,217","73,150","53,728","31,170","21,075","15,294","8,002","2,890","663","110","387,106","387,106","9,870","13,805","16,099","17,038","22,079","29,089","29,149","26,453","31,330","29,057","34,515","33,126","35,613","26,166","15,110","9,554","5,867","2,387","672","110","17","395,748","395,748","9,406","13,094","15,279","16,362","21,043","27,344","27,156","24,854","29,977","28,852","35,704","36,091","37,537","27,562","16,060","11,521","9,427","5,615","2,218","553","93"
"경기도 광명시 (4121000000)","280,270","280,270","7,541","11,242","13,716","14,524","15,771","17,522","18,545","18,211","23,334","23,119","25,776","22,429","22,164","17,874","10,998","7,667","5,684","2,887","993","228","45","137,577","137,577","3,845","5,723","7,045","7,400","8,160","8,994","9,598","9,260","11,419","11,313","12,749","11,158","10,613","8,462","5,100","3,419","2,183","865","212","49","10","142,693","142,693","3,696","5,519","6,671","7,124","7,611","8,528","8,947","8,951","11,915","11,806","13,027","11,271","11,551","9,412","5,898","4,248","3,501","2,022","781","179","35"
"경기도 평택시 (4122000000)","589,407","589,407","20,903","27,689","29,302","26,632","32,239","45,091","48,111","44,029","52,895","48,037","52,361","44,685","40,428","27,571","17,345","13,236","10,621","5,894","1,854","420","64","309,573","309,573","10,540","14,152","14,938","13,612","17,484","26,097","27,567","24,294","28,769","25,846","27,706","23,483","21,028","13,732","8,044","5,713","4,110","1,886","470","89","13","279,834","279,834","10,363","13,537","14,364","13,020","14,755","18,994","20,544","19,735","24,126","22,191","24,655","21,202","19,400","13,839","9,301","7,523","6,511","4,008","1,384","331","51"
"경기도 송탄출장소 (4122200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 안중출장소 (4122400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 동두천시 (4125000000)","88,820","88,820","1,712","2,874","3,907","3,956","4,676","5,030","4,562","4,284","5,972","6,411","8,214","7,797","8,193","6,733","4,495","4,044","3,518","1,739","546","142","15","44,288","44,288","861","1,520","1,970","1,987","2,471","2,770","2,518","2,181","3,045","3,323","4,247","4,152","4,172","3,325","1,974","1,667","1,327","599","149","28","2","44,532","44,532","851","1,354","1,937","1,969","2,205","2,260","2,044","2,103","2,927","3,088","3,967","3,645","4,021","3,408","2,521","2,377","2,191","1,140","397","114","13"
"경기도 안산시 (4127000000)","632,291","632,291","14,856","20,999","26,150","30,335","43,416","51,382","45,820","36,991","45,680","49,504","63,556","61,733","55,379","34,476","19,020","13,517","10,707","6,065","2,116","505","84","323,884","323,884","7,585","10,711","13,441","15,613","22,633","27,821","25,339","20,028","24,140","25,372","31,455","31,392","29,252","17,732","9,203","5,900","3,950","1,737","482","81","17","308,407","308,407","7,271","10,288","12,709","14,722","20,783","23,561","20,481","16,963","21,540","24,132","32,101","30,341","26,127","16,744","9,817","7,617","6,757","4,328","1,634","424","67"
"경기도 안산시 상록구 (4127100000)","337,035","337,035","7,141","11,087","14,121","16,273","24,135","27,511","23,369","18,644","23,900","26,332","34,548","33,229","29,392","18,306","10,122","7,674","6,253","3,453","1,194","294","57","171,848","171,848","3,642","5,698","7,221","8,323","12,540","14,905","12,981","10,002","12,468","13,454","17,082","16,847","15,546","9,388","4,840","3,271","2,263","1,019","296","51","11","165,187","165,187","3,499","5,389","6,900","7,950","11,595","12,606","10,388","8,642","11,432","12,878","17,466","16,382","13,846","8,918","5,282","4,403","3,990","2,434","898","243","46"
"경기도 안산시 단원구 (4127300000)","295,256","295,256","7,715","9,912","12,029","14,062","19,281","23,871","22,451","18,347","21,780","23,172","29,008","28,504","25,987","16,170","8,898","5,843","4,454","2,612","922","211","27","152,036","152,036","3,943","5,013","6,220","7,290","10,093","12,916","12,358","10,026","11,672","11,918","14,373","14,545","13,706","8,344","4,363","2,629","1,687","718","186","30","6","143,220","143,220","3,772","4,899","5,809","6,772","9,188","10,955","10,093","8,321","10,108","11,254","14,635","13,959","12,281","7,826","4,535","3,214","2,767","1,894","736","181","21"
"경기도 고양시 (4128000000)","1,075,898","1,075,898","28,883","42,161","49,020","50,241","61,474","73,846","74,522","69,213","84,736","84,734","104,924","93,028","87,654","61,151","35,513","29,415","24,834","14,379","4,965","1,051","154","525,007","525,007","14,618","21,547","25,067","25,436","31,311","37,311","37,270","34,584","41,673","41,143","50,828","45,161","43,907","30,574","16,432","12,281","9,489","4,740","1,387","205","43","550,891","550,891","14,265","20,614","23,953","24,805","30,163","36,535","37,252","34,629","43,063","43,591","54,096","47,867","43,747","30,577","19,081","17,134","15,345","9,639","3,578","846","111"
"경기도 고양시 덕양구 (4128100000)","496,900","496,900","15,614","20,664","21,353","20,146","26,137","33,049","37,203","35,709","41,385","37,816","44,665","40,891","39,971","29,194","17,743","14,560","11,786","6,356","2,146","449","63","244,337","244,337","7,931","10,518","10,898","10,162","13,371","16,667","18,531","18,100","21,004","18,948","22,164","20,017","20,060","14,330","8,228","6,113","4,590","2,057","544","86","18","252,563","252,563","7,683","10,146","10,455","9,984","12,766","16,382","18,672","17,609","20,381","18,868","22,501","20,874","19,911","14,864","9,515","8,447","7,196","4,299","1,602","363","45"
"경기도 고양시 일산동구 (4128500000)","291,771","291,771","6,548","10,620","13,284","14,175","17,440","21,701","19,715","17,318","22,088","23,603","30,086","26,064","24,375","16,332","9,067","7,349","6,247","3,946","1,432","330","51","141,482","141,482","3,289","5,459","6,834","7,185","8,732","10,825","9,837","8,501","10,605","11,213","14,461","12,535","12,176","8,329","4,285","3,062","2,348","1,315","411","63","17","150,289","150,289","3,259","5,161","6,450","6,990","8,708","10,876","9,878","8,817","11,483","12,390","15,625","13,529","12,199","8,003","4,782","4,287","3,899","2,631","1,021","267","34"
"경기도 고양시 일산서구 (4128700000)","287,227","287,227","6,721","10,877","14,383","15,920","17,897","19,096","17,604","16,186","21,263","23,315","30,173","26,073","23,308","15,625","8,703","7,506","6,801","4,077","1,387","272","40","139,188","139,188","3,398","5,570","7,335","8,089","9,208","9,819","8,902","7,983","10,064","10,982","14,203","12,609","11,671","7,915","3,919","3,106","2,551","1,368","432","56","8","148,039","148,039","3,323","5,307","7,048","7,831","8,689","9,277","8,702","8,203","11,199","12,333","15,970","13,464","11,637","7,710","4,784","4,400","4,250","2,709","955","216","32"
"경기도 과천시 (4129000000)","81,143","81,143","3,479","4,561","4,152","3,707","4,465","5,117","5,860","6,281","6,826","5,728","6,812","6,381","6,119","4,421","2,578","1,842","1,488","890","330","98","8","39,806","39,806","1,773","2,355","2,120","1,881","2,282","2,636","2,849","3,098","3,348","2,809","3,264","3,105","2,988","2,207","1,258","798","605","313","99","15","3","41,337","41,337","1,706","2,206","2,032","1,826","2,183","2,481","3,011","3,183","3,478","2,919","3,548","3,276","3,131","2,214","1,320","1,044","883","577","231","83","5"
"경기도 구리시 (4131000000)","187,620","187,620","4,751","7,239","8,359","8,452","10,380","13,007","12,280","11,744","15,336","14,578","17,746","16,663","16,340","11,625","7,100","5,379","3,971","1,908","608","128","26","92,796","92,796","2,443","3,712","4,281","4,404","5,185","6,707","6,236","5,974","7,797","7,258","8,606","8,133","8,232","5,700","3,357","2,321","1,601","648","171","23","7","94,824","94,824","2,308","3,527","4,078","4,048","5,195","6,300","6,044","5,770","7,539","7,320","9,140","8,530","8,108","5,925","3,743","3,058","2,370","1,260","437","105","19"
"경기도 남양주시 (4136000000)","732,122","732,122","20,920","34,061","40,745","38,734","39,683","42,062","41,017","44,293","65,255","63,581","68,507","57,986","54,617","43,384","28,353","21,697","16,109","7,700","2,681","600","137","363,202","363,202","10,754","17,484","20,893","19,905","20,668","21,657","20,879","21,706","32,137","31,793","34,871","29,322","27,332","20,763","13,189","9,751","6,675","2,631","659","107","26","368,920","368,920","10,166","16,577","19,852","18,829","19,015","20,405","20,138","22,587","33,118","31,788","33,636","28,664","27,285","22,621","15,164","11,946","9,434","5,069","2,022","493","111"
"경기도 풍양출장소 (4136200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 오산시 (4137000000)","229,730","229,730","6,949","11,412","13,431","12,077","12,892","16,172","17,398","17,755","23,643","20,929","19,934","16,099","14,425","10,070","6,145","4,626","3,437","1,683","508","135","10","119,733","119,733","3,590","5,744","6,883","6,264","6,751","9,125","9,953","9,490","12,752","11,154","10,570","8,339","7,328","4,875","2,840","2,022","1,352","561","118","21","1","109,997","109,997","3,359","5,668","6,548","5,813","6,141","7,047","7,445","8,265","10,891","9,775","9,364","7,760","7,097","5,195","3,305","2,604","2,085","1,122","390","114","9"
"경기도 시흥시 (4139000000)","518,771","518,771","18,194","25,804","26,566","25,073","29,285","35,366","37,728","38,409","49,167","44,179","47,995","43,877","38,133","23,833","13,177","9,261","7,165","3,845","1,329","330","55","270,869","270,869","9,304","13,018","13,571","12,882","16,082","19,091","20,611","20,410","26,413","24,023","24,898","22,932","20,703","12,247","6,461","4,099","2,666","1,100","292","58","8","247,902","247,902","8,890","12,786","12,995","12,191","13,203","16,275","17,117","17,999","22,754","20,156","23,097","20,945","17,430","11,586","6,716","5,162","4,499","2,745","1,037","272","47"
"경기도 군포시 (4141000000)","262,587","262,587","6,553","9,285","11,580","12,498","15,245","18,480","19,161","16,943","19,655","20,033","24,494","22,443","23,095","16,464","9,337","7,051","5,449","3,298","1,199","279","45","130,242","130,242","3,367","4,773","5,970","6,449","7,944","9,690","10,148","8,911","9,947","9,707","12,042","10,887","11,204","8,025","4,518","3,062","2,129","1,070","327","61","11","132,345","132,345","3,186","4,512","5,610","6,049","7,301","8,790","9,013","8,032","9,708","10,326","12,452","11,556","11,891","8,439","4,819","3,989","3,320","2,228","872","218","34"
"경기도 의왕시 (4143000000)","158,242","158,242","4,925","6,502","6,677","6,804","8,993","10,903","11,678","10,651","11,863","10,839","14,014","13,913","14,232","10,606","5,872","4,103","3,073","1,739","668","160","27","78,480","78,480","2,593","3,332","3,440","3,479","4,712","5,771","6,049","5,396","6,097","5,356","6,575","6,710","6,888","5,272","2,942","1,894","1,228","554","157","31","4","79,762","79,762","2,332","3,170","3,237","3,325","4,281","5,132","5,629","5,255","5,766","5,483","7,439","7,203","7,344","5,334","2,930","2,209","1,845","1,185","511","129","23"
"경기도 하남시 (4145000000)","329,559","329,559","12,322","18,622","17,645","13,940","15,159","20,916","24,951","26,794","34,044","27,069","25,860","22,034","23,022","18,583","11,957","7,980","4,955","2,506","936","224","40","164,102","164,102","6,362","9,496","8,906","6,992","7,654","10,319","12,353","13,303","17,225","14,158","13,271","11,010","11,095","8,948","5,852","4,012","2,104","807","194","36","5","165,457","165,457","5,960","9,126","8,739","6,948","7,505","10,597","12,598","13,491","16,819","12,911","12,589","11,024","11,927","9,635","6,105","3,968","2,851","1,699","742","188","35"
"경기도 용인시 (4146000000)","1,076,098","1,076,098","31,254","50,820","60,828","60,537","64,850","68,175","65,277","68,188","95,401","95,469","101,840","79,610","69,607","53,185","38,429","32,019","23,550","11,904","4,100","917","138","533,872","533,872","15,960","25,983","31,042","31,047","33,635","36,000","33,543","33,586","46,753","47,028","50,936","40,356","35,060","24,970","17,233","14,157","10,412","4,721","1,233","186","31","542,226","542,226","15,294","24,837","29,786","29,490","31,215","32,175","31,734","34,602","48,648","48,441","50,904","39,254","34,547","28,215","21,196","17,862","13,138","7,183","2,867","731","107"
"경기도 용인시 처인구 (4146100000)","262,555","262,555","6,796","10,701","12,395","13,235","15,882","17,260","16,341","15,908","21,667","21,153","23,765","21,780","21,568","15,901","10,399","7,619","5,692","3,099","1,108","256","30","134,920","134,920","3,487","5,505","6,335","6,994","8,536","9,621","9,043","8,414","11,327","11,165","12,232","11,217","11,171","7,800","5,013","3,456","2,235","1,059","264","42","4","127,635","127,635","3,309","5,196","6,060","6,241","7,346","7,639","7,298","7,494","10,340","9,988","11,533","10,563","10,397","8,101","5,386","4,163","3,457","2,040","844","214","26"
"경기도 용인시 기흥구 (4146300000)","435,765","435,765","12,573","20,465","25,116","24,941","26,917","28,171","25,810","26,702","38,679","39,313","42,541","32,087","26,949","20,605","15,140","13,103","9,609","4,894","1,716","361","73","214,863","214,863","6,392","10,531","12,790","12,746","13,921","14,888","13,260","13,074","18,799","19,051","21,099","16,198","13,313","9,554","6,614","5,734","4,259","1,991","561","70","18","220,902","220,902","6,181","9,934","12,326","12,195","12,996","13,283","12,550","13,628","19,880","20,262","21,442","15,889","13,636","11,051","8,526","7,369","5,350","2,903","1,155","291","55"
"경기도 용인시 수지구 (4146500000)","377,778","377,778","11,885","19,654","23,317","22,361","22,051","22,744","23,126","25,578","35,055","35,003","35,534","25,743","21,090","16,679","12,890","11,297","8,249","3,911","1,276","300","35","184,089","184,089","6,081","9,947","11,917","11,307","11,178","11,491","11,240","12,098","16,627","16,812","17,605","12,941","10,576","7,616","5,606","4,967","3,918","1,671","408","74","9","193,689","193,689","5,804","9,707","11,400","11,054","10,873","11,253","11,886","13,480","18,428","18,191","17,929","12,802","10,514","9,063","7,284","6,330","4,331","2,240","868","226","26"
"경기도 파주시 (4148000000)","497,527","497,527","16,100","24,409","26,990","24,794","25,942","30,827","33,676","35,628","44,172","40,200","44,800","37,226","35,248","26,407","16,827","13,983","11,546","6,106","2,100","471","75","252,092","252,092","8,230","12,530","13,668","12,622","13,897","16,901","17,169","18,915","23,018","20,389","23,280","19,312","17,990","13,066","7,738","6,094","4,530","2,084","556","83","20","245,435","245,435","7,870","11,879","13,322","12,172","12,045","13,926","16,507","16,713","21,154","19,811","21,520","17,914","17,258","13,341","9,089","7,889","7,016","4,022","1,544","388","55"
"경기도 이천시 (4150000000)","223,525","223,525","6,243","9,445","10,819","12,143","12,512","16,768","15,880","14,532","17,458","17,171","18,747","17,436","17,852","13,251","8,300","6,067","4,962","2,807","901","199","32","116,454","116,454","3,224","4,857","5,573","6,322","6,803","9,997","9,178","7,551","9,399","8,709","9,910","8,886","9,221","6,802","4,014","2,833","1,959","925","244","39","8","107,071","107,071","3,019","4,588","5,246","5,821","5,709","6,771","6,702","6,981","8,059","8,462","8,837","8,550","8,631","6,449","4,286","3,234","3,003","1,882","657","160","24"
"경기도 안성시 (4155000000)","189,322","189,322","4,426","6,923","8,784","9,006","10,759","11,524","10,725","10,797","14,891","14,494","16,893","15,626","16,601","13,015","8,553","6,511","5,286","3,177","1,087","207","37","97,897","97,897","2,327","3,569","4,511","4,682","5,790","6,517","6,065","5,893","7,938","7,770","9,056","8,208","8,550","6,524","4,175","2,969","2,039","1,018","257","34","5","91,425","91,425","2,099","3,354","4,273","4,324","4,969","5,007","4,660","4,904","6,953","6,724","7,837","7,418","8,051","6,491","4,378","3,542","3,247","2,159","830","173","32"
"경기도 김포시 (4157000000)","486,008","486,008","17,965","28,469","29,564","23,199","22,511","27,020","30,700","36,614","51,342","42,953","39,348","32,902","32,410","26,045","17,067","12,559","8,900","4,468","1,553","363","56","242,691","242,691","9,370","14,433","15,053","11,755","11,685","13,789","15,155","17,840","25,867","22,451","20,302","16,632","16,306","12,451","7,959","5,908","3,702","1,558","393","66","16","243,317","243,317","8,595","14,036","14,511","11,444","10,826","13,231","15,545","18,774","25,475","20,502","19,046","16,270","16,104","13,594","9,108","6,651","5,198","2,910","1,160","297","40"
"경기도 화성시 (4159000000)","939,302","939,302","39,541","56,100","59,900","49,363","47,424","63,455","76,133","78,876","99,444","83,521","76,758","59,545","53,442","36,920","22,595","15,695","11,429","6,369","2,248","464","80","487,898","487,898","20,242","28,613","30,532","25,005","24,820","35,208","40,961","41,024","51,818","44,494","41,214","31,814","28,145","18,506","10,979","7,309","4,515","2,112","501","72","14","451,404","451,404","19,299","27,487","29,368","24,358","22,604","28,247","35,172","37,852","47,626","39,027","35,544","27,731","25,297","18,414","11,616","8,386","6,914","4,257","1,747","392","66"
"경기도 화성시동부출장소 (4159200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 화성시동탄출장소 (4159400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 광주시 (4161000000)","391,760","391,760","12,312","17,854","18,090","17,118","18,585","23,202","25,265","27,437","36,578","32,009","35,515","32,149","32,324","25,054","15,242","10,586","7,315","3,606","1,194","259","66","199,821","199,821","6,282","9,173","9,261","8,728","9,855","12,371","13,303","14,248","19,227","16,855","18,425","16,206","16,132","12,512","7,420","5,135","3,085","1,272","276","40","15","191,939","191,939","6,030","8,681","8,829","8,390","8,730","10,831","11,962","13,189","17,351","15,154","17,090","15,943","16,192","12,542","7,822","5,451","4,230","2,334","918","219","51"
"경기도 양주시 (4163000000)","265,155","265,155","8,980","12,440","13,738","12,950","14,148","15,283","16,556","16,987","22,321","21,378","23,907","20,722","20,237","16,269","10,179","8,317","6,109","3,237","1,103","241","53","133,939","133,939","4,579","6,335","6,921","6,617","7,468","8,210","8,613","8,684","11,516","10,903","12,335","10,806","10,334","8,050","4,772","3,894","2,467","1,113","261","45","16","131,216","131,216","4,401","6,105","6,817","6,333","6,680","7,073","7,943","8,303","10,805","10,475","11,572","9,916","9,903","8,219","5,407","4,423","3,642","2,124","842","196","37"
"경기도 포천시 (4165000000)","143,690","143,690","2,741","3,954","5,032","5,581","7,555","8,616","7,425","6,388","8,076","9,473","13,061","14,841","16,369","12,823","7,205","5,841","4,852","2,681","928","206","42","76,050","76,050","1,388","2,093","2,613","2,961","4,170","5,042","4,281","3,546","4,426","5,045","7,109","8,091","8,923","7,002","3,675","2,680","1,852","869","234","36","14","67,640","67,640","1,353","1,861","2,419","2,620","3,385","3,574","3,144","2,842","3,650","4,428","5,952","6,750","7,446","5,821","3,530","3,161","3,000","1,812","694","170","28"
"경기도 여주시 (4167000000)","114,344","114,344","2,578","3,699","4,644","4,751","5,337","5,959","5,688","5,581","7,667","7,866","9,858","10,409","11,712","9,969","6,544","4,840","4,052","2,173","795","187","35","58,136","58,136","1,277","1,938","2,444","2,471","2,841","3,294","3,127","2,909","3,924","4,025","5,161","5,436","6,035","5,048","3,309","2,281","1,627","758","192","34","5","56,208","56,208","1,301","1,761","2,200","2,280","2,496","2,665","2,561","2,672","3,743","3,841","4,697","4,973","5,677","4,921","3,235","2,559","2,425","1,415","603","153","30"
"경기도 연천군 (4180000000)","41,639","41,639","909","1,177","1,394","1,439","2,081","2,478","2,282","1,663","2,143","2,240","3,029","3,551","4,430","4,203","2,533","2,395","2,058","1,179","355","87","13","21,826","21,826","452","615","717","765","1,255","1,638","1,386","941","1,121","1,233","1,667","1,898","2,324","2,193","1,242","1,096","765","386","110","18","4","19,813","19,813","457","562","677","674","826","840","896","722","1,022","1,007","1,362","1,653","2,106","2,010","1,291","1,299","1,293","793","245","69","9"
"경기도 가평군 (4182000000)","62,125","62,125","1,111","1,678","2,086","2,283","2,645","3,040","2,787","2,628","3,506","3,932","5,041","5,726","7,135","6,458","4,120","3,237","2,624","1,471","490","106","21","32,036","32,036","559","855","1,039","1,183","1,534","1,760","1,581","1,400","1,840","2,116","2,731","3,008","3,659","3,375","2,063","1,542","1,080","538","142","25","6","30,089","30,089","552","823","1,047","1,100","1,111","1,280","1,206","1,228","1,666","1,816","2,310","2,718","3,476","3,083","2,057","1,695","1,544","933","348","81","15"
"경기도 양평군 (4183000000)","124,822","124,822","2,503","3,933","5,003","5,288","4,748","5,172","5,155","5,292","7,800","8,227","10,288","10,994","14,078","12,684","8,510","6,374","4,818","2,729","987","206","33","62,764","62,764","1,271","2,055","2,591","2,859","2,696","2,802","2,767","2,677","3,843","4,176","5,310","5,532","7,093","6,337","4,234","3,189","2,102","949","237","40","4","62,058","62,058","1,232","1,878","2,412","2,429","2,052","2,370","2,388","2,615","3,957","4,051","4,978","5,462","6,985","6,347","4,276","3,185","2,716","1,780","750","166","29"
"강원특별자치도  (5100000000)","1,529,500","1,529,500","38,896","52,901","63,546","66,050","79,912","84,559","80,905","77,765","102,930","107,455","130,844","130,411","149,477","125,809","77,136","64,157","54,562","29,305","10,030","2,446","404","769,433","769,433","19,840","27,154","32,725","34,538","44,447","47,747","43,985","40,680","52,200","54,859","68,019","66,843","74,844","63,159","36,569","28,591","21,058","9,362","2,291","421","101","760,067","760,067","19,056","25,747","30,821","31,512","35,465","36,812","36,920","37,085","50,730","52,596","62,825","63,568","74,633","62,650","40,567","35,566","33,504","19,943","7,739","2,025","303"
"동해출장소  (5110500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"강원특별자치도 춘천시 (5111000000)","286,645","286,645","8,024","11,050","13,137","12,959","18,277","18,864","17,710","16,564","20,796","20,196","23,970","22,717","24,150","20,231","11,666","10,247","8,872","5,023","1,710","412","70","141,540","141,540","4,072","5,684","6,799","6,706","9,677","10,172","9,393","8,446","10,305","9,845","12,054","11,411","11,727","9,849","5,357","4,436","3,436","1,627","443","72","29","145,105","145,105","3,952","5,366","6,338","6,253","8,600","8,692","8,317","8,118","10,491","10,351","11,916","11,306","12,423","10,382","6,309","5,811","5,436","3,396","1,267","340","41"
