"행정구역","2025년10월_계_총인구수","2025년10월_계_연령구간인구수","2025년10월_계_0~9세","2025년10월_계_10~19세","2025년10월_계_20~29세","2025년10월_계_30~39세","2025년10월_계_40~49세","2025년10월_계_50~59세","2025년10월_계_60~69세","2025년10월_계_70~79세","2025년10월_계_80~89세","2025년10월_계_90~99세","2025년10월_계_100세 이상","2025년10월_남_총인구수","2025년10월_남_연령구간인구수","2025년10월_남_0~9세","2025년10월_남_10~19세","2025년10월_남_20~29세","2025년10월_남_30~39세","2025년10월_남_40~49세","2025년10월_남_50~59세","2025년10월_남_60~69세","2025년10월_남_70~79세","2025년10월_남_80~89세","2025년10월_남_90~99세","2025년10월_남_100세 이상","2025년10월_여_총인구수","2025년10월_여_연령구간인구수","2025년10월_여_0~9세","2025년10월_여_10~19세","2025년10월_여_20~29세","2025년10월_여_30~39세","2025년10월_여_40~49세","2025년10월_여_50~59세","2025년10월_여_60~69세","2025년10월_여_70~79세","2025년10월_여_80~89세","2025년10월_여_90~99세","2025년10월_여_100세 이상"
"서울특별시 동대문구 휘경제1동(1123072000)","16,640","16,640","953","923","3,929","3,122","2,044","2,183","1,697","1,111","600","74","4","7,777","7,777","456","453","1,593","1,579","1,060","1,037","839","487","242","31","0","8,863","8,863","497","470","2,336","1,543","984","1,146","858","624","358","43","4"
"서울특별시 동대문구 휘경제2동(1123073000)","23,774","23,774","861","1,832","5,565","3,120","2,891","3,389","3,009","2,043","930","130","4","11,880","11,880","460","882","2,953","1,654","1,456","1,700","1,424","934","382","34","1","11,894","11,894","401","950","2,612","1,466","1,435","1,689","1,585","1,109","548","96","3"
"서울특별시 동대문구 이문제1동(1123074000)","21,457","21,457","1,155","1,557","5,622","3,152","2,620","2,906","2,202","1,304","822","115","2","10,405","10,405","572","751","2,676","1,629","1,330","1,457","1,063","566","323","37","1","11,052","11,052","583","806","2,946","1,523","1,290","1,449","1,139","738","499","78","1"
"서울특별시 동대문구 이문제2동(1123075000)","18,243","18,243","890","1,412","2,406","2,180","2,460","3,170","2,713","1,914","988","106","4","8,755","8,755","475","715","1,098","1,091","1,229","1,563","1,328","851","371","34","0","9,488","9,488","415","697","1,308","1,089","1,231","1,607","1,385","1,063","617","72","4"
"서울특별시 중랑구 (1126000000)","377,054","377,054","16,786","23,115","45,260","58,527","51,010","62,015","64,129","37,543","16,372","2,232","65","184,215","184,215","8,531","11,893","21,370","29,792","26,595","30,573","31,060","17,174","6,631","583","13","192,839","192,839","8,255","11,222","23,890","28,735","24,415","31,442","33,069","20,369","9,741","1,649","52"
"서울특별시 중랑구 면목제2동(1126052000)","22,998","22,998","821","1,272","2,523","3,394","3,037","4,044","4,304","2,364","1,088","145","6","11,370","11,370","412","663","1,246","1,713","1,647","2,065","2,085","1,053","441","45","0","11,628","11,628","409","609","1,277","1,681","1,390","1,979","2,219","1,311","647","100","6"
"서울특별시 중랑구 면목제4동(1126054000)","17,560","17,560","694","1,040","1,956","2,438","2,469","3,048","2,983","1,973","873","82","4","8,716","8,716","352","546","1,020","1,243","1,294","1,578","1,461","844","352","23","3","8,844","8,844","342","494","936","1,195","1,175","1,470","1,522","1,129","521","59","1"
"서울특별시 중랑구 면목제5동(1126055000)","14,078","14,078","1,060","910","1,361","2,156","2,328","2,316","2,190","1,197","498","62","0","6,958","6,958","533","464","681","1,077","1,205","1,139","1,090","564","188","17","0","7,120","7,120","527","446","680","1,079","1,123","1,177","1,100","633","310","45","0"
"서울특별시 중랑구 면목본동(1126056500)","31,733","31,733","935","1,502","4,214","5,365","4,027","5,552","5,439","3,124","1,403","167","5","15,616","15,616","487","757","2,015","2,828","2,145","2,749","2,669","1,370","563","31","2","16,117","16,117","448","745","2,199","2,537","1,882","2,803","2,770","1,754","840","136","3"
"서울특별시 중랑구 면목제7동(1126057000)","20,561","20,561","894","1,011","2,347","3,230","2,675","3,395","3,652","2,306","910","139","2","10,195","10,195","473","553","1,141","1,656","1,424","1,747","1,730","1,051","381","38","1","10,366","10,366","421","458","1,206","1,574","1,251","1,648","1,922","1,255","529","101","1"
"서울특별시 중랑구 면목제3.8동(1126057500)","23,509","23,509","755","1,128","2,882","3,495","2,911","4,125","4,380","2,583","1,108","138","4","11,594","11,594","391","577","1,415","1,861","1,562","2,036","2,067","1,213","434","37","1","11,915","11,915","364","551","1,467","1,634","1,349","2,089","2,313","1,370","674","101","3"
"서울특별시 중랑구 상봉제1동(1126058000)","22,604","22,604","1,305","1,637","2,610","3,383","3,103","3,705","3,921","1,943","889","107","1","10,957","10,957","652","868","1,288","1,632","1,620","1,752","1,896","866","364","19","0","11,647","11,647","653","769","1,322","1,751","1,483","1,953","2,025","1,077","525","88","1"
"서울특별시 중랑구 상봉제2동(1126059000)","21,061","21,061","631","677","4,201","5,104","2,508","2,821","2,762","1,592","669","91","5","9,876","9,876","307","345","1,598","2,460","1,289","1,456","1,367","741","291","21","1","11,185","11,185","324","332","2,603","2,644","1,219","1,365","1,395","851","378","70","4"
"서울특별시 중랑구 중화제1동(1126060000)","17,931","17,931","750","1,090","2,016","2,937","2,389","2,753","3,188","1,938","780","88","2","8,861","8,861","393","564","1,001","1,536","1,292","1,331","1,484","899","330","30","1","9,070","9,070","357","526","1,015","1,401","1,097","1,422","1,704","1,039","450","58","1"
"서울특별시 중랑구 중화제2동(1126061000)","25,203","25,203","934","1,012","3,159","4,043","3,206","4,253","4,649","2,579","1,218","149","1","12,801","12,801","475","545","1,485","2,177","1,748","2,183","2,444","1,184","519","41","0","12,402","12,402","459","467","1,674","1,866","1,458","2,070","2,205","1,395","699","108","1"
"서울특별시 중랑구 묵제1동(1126062000)","33,086","33,086","1,497","2,824","4,347","4,536","4,829","5,503","4,907","3,112","1,343","185","3","15,702","15,702","731","1,468","1,940","2,249","2,327","2,648","2,294","1,406","586","53","0","17,384","17,384","766","1,356","2,407","2,287","2,502","2,855","2,613","1,706","757","132","3"
"서울특별시 중랑구 묵제2동(1126063000)","17,690","17,690","671","970","2,227","2,632","2,376","2,963","2,985","1,926","829","108","3","8,656","8,656","355","500","1,023","1,390","1,255","1,430","1,413","894","357","38","1","9,034","9,034","316","470","1,204","1,242","1,121","1,533","1,572","1,032","472","70","2"
"서울특별시 중랑구 망우본동(1126065500)","38,066","38,066","2,590","2,273","4,044","6,550","5,546","5,636","6,202","3,501","1,486","227","11","18,710","18,710","1,334","1,106","1,845","3,288","2,947","2,833","3,059","1,676","567","53","2","19,356","19,356","1,256","1,167","2,199","3,262","2,599","2,803","3,143","1,825","919","174","9"
"서울특별시 중랑구 망우제3동(1126066000)","15,217","15,217","455","787","1,684","1,982","1,803","2,793","3,076","1,766","743","127","1","7,642","7,642","240","370","837","1,071","974","1,364","1,623","823","309","31","0","7,575","7,575","215","417","847","911","829","1,429","1,453","943","434","96","1"
"서울특별시 중랑구 신내1동(1126068000)","36,705","36,705","1,899","3,663","3,820","4,520","5,192","5,980","6,188","3,548","1,618","265","12","17,573","17,573","949","1,889","1,924","2,226","2,556","2,789","2,913","1,636","633","58","0","19,132","19,132","950","1,774","1,896","2,294","2,636","3,191","3,275","1,912","985","207","12"
"서울특별시 중랑구 신내2동(1126069000)","19,052","19,052","895","1,319","1,869","2,762","2,611","3,128","3,303","2,091","917","152","5","8,988","8,988","447","678","911","1,385","1,310","1,473","1,465","954","316","48","1","10,064","10,064","448","641","958","1,377","1,301","1,655","1,838","1,137","601","104","4"
"서울특별시 성북구 (1129000000)","423,705","423,705","21,630","34,007","63,078","56,905","60,068","70,992","58,776","36,822","18,660","2,693","74","202,481","202,481","11,139","17,173","29,377","28,456","29,620","34,860","27,617","16,127","7,334","763","15","221,224","221,224","10,491","16,834","33,701","28,449","30,448","36,132","31,159","20,695","11,326","1,930","59"
"서울특별시 성북구 성북동(1129052500)","15,595","15,595","526","982","2,348","2,547","2,048","2,655","2,174","1,344","819","144","8","7,246","7,246","282","493","1,083","1,241","960","1,228","1,014","587","312","43","3","8,349","8,349","244","489","1,265","1,306","1,088","1,427","1,160","757","507","101","5"
"서울특별시 성북구 삼선동(1129055500)","21,680","21,680","676","1,484","4,057","3,013","2,727","3,796","2,879","1,808","1,098","137","5","10,257","10,257","353","715","1,855","1,478","1,354","1,904","1,367","776","410","42","3","11,423","11,423","323","769","2,202","1,535","1,373","1,892","1,512","1,032","688","95","2"
"서울특별시 성북구 동선동(1129057500)","14,785","14,785","337","827","4,618","2,437","1,657","1,834","1,457","956","569","90","3","5,943","5,943","161","302","1,311","1,128","817","889","686","403","227","19","0","8,842","8,842","176","525","3,307","1,309","840","945","771","553","342","71","3"
"서울특별시 성북구 돈암제1동(1129058000)","13,840","13,840","614","968","1,712","1,827","1,723","2,457","2,311","1,410","706","110","2","6,435","6,435","332","467","758","910","834","1,164","1,060","605","274","31","0","7,405","7,405","282","501","954","917","889","1,293","1,251","805","432","79","2"
"서울특별시 성북구 돈암제2동(1129059000)","22,912","22,912","1,469","2,475","2,541","2,674","3,609","4,278","3,149","1,705","835","173","4","10,785","10,785","744","1,253","1,239","1,267","1,662","2,005","1,490","767","320","38","0","12,127","12,127","725","1,222","1,302","1,407","1,947","2,273","1,659","938","515","135","4"
"서울특별시 성북구 안암동(1129060000)","15,532","15,532","353","751","5,848","2,169","1,387","1,876","1,528","957","569","93","1","7,770","7,770","178","386","2,976","1,192","735","917","737","412","216","21","0","7,762","7,762","175","365","2,872","977","652","959","791","545","353","72","1"
"서울특별시 성북구 보문동(1129061000)","15,816","15,816","820","951","2,424","2,727","2,230","2,636","2,127","1,198","613","88","2","7,574","7,574","407","461","1,100","1,393","1,170","1,255","1,019","505","239","25","0","8,242","8,242","413","490","1,324","1,334","1,060","1,381","1,108","693","374","63","2"
"서울특별시 성북구 정릉제1동(1129062000)","17,594","17,594","1,069","1,658","2,143","2,218","2,752","2,973","2,298","1,577","795","111","0","8,408","8,408","554","860","1,028","1,091","1,344","1,462","1,054","669","307","39","0","9,186","9,186","515","798","1,115","1,127","1,408","1,511","1,244","908","488","72","0"
"서울특별시 성북구 정릉제2동(1129063000)","21,793","21,793","1,057","1,478","2,792","2,863","2,897","3,761","3,481","2,212","1,084","163","5","10,445","10,445","535","771","1,385","1,412","1,457","1,814","1,604","1,009","406","50","2","11,348","11,348","522","707","1,407","1,451","1,440","1,947","1,877","1,203","678","113","3"
"서울특별시 성북구 정릉제3동(1129064000)","13,872","13,872","344","824","3,425","1,610","1,341","2,017","2,017","1,405","769","118","2","6,812","6,812","177","430","1,897","890","671","959","865","619","274","30","0","7,060","7,060","167","394","1,528","720","670","1,058","1,152","786","495","88","2"
"서울특별시 성북구 정릉제4동(1129065000)","23,570","23,570","999","1,803","2,932","2,824","3,225","4,251","3,686","2,444","1,227","172","7","11,211","11,211","506","928","1,470","1,420","1,569","2,084","1,659","1,058","464","53","0","12,359","12,359","493","875","1,462","1,404","1,656","2,167","2,027","1,386","763","119","7"
"서울특별시 성북구 길음제1동(1129066000)","35,499","35,499","2,692","5,163","3,500","3,775","6,893","6,342","3,498","2,314","1,169","150","3","16,761","16,761","1,364","2,543","1,655","1,708","3,183","3,246","1,565","988","471","38","0","18,738","18,738","1,328","2,620","1,845","2,067","3,710","3,096","1,933","1,326","698","112","3"
"서울특별시 성북구 길음제2동(1129068500)","21,347","21,347","1,801","2,066","2,473","2,816","3,689","3,711","2,548","1,515","624","100","4","10,165","10,165","928","1,048","1,144","1,323","1,741","1,804","1,212","690","245","29","1","11,182","11,182","873","1,018","1,329","1,493","1,948","1,907","1,336","825","379","71","3"
"서울특별시 성북구 종암동(1129070500)","36,863","36,863","1,763","3,169","5,301","4,583","5,248","6,207","5,282","3,210","1,782","308","10","18,151","18,151","913","1,714","2,719","2,424","2,568","3,110","2,542","1,378","684","96","3","18,712","18,712","850","1,455","2,582","2,159","2,680","3,097","2,740","1,832","1,098","212","7"
"서울특별시 성북구 월곡제1동(1129071500)","24,784","24,784","1,408","2,292","2,596","3,096","3,833","4,250","3,611","2,389","1,178","125","6","11,907","11,907","713","1,129","1,234","1,516","1,893","2,144","1,722","1,025","498","33","0","12,877","12,877","695","1,163","1,362","1,580","1,940","2,106","1,889","1,364","680","92","6"
"서울특별시 성북구 월곡제2동(1129072500)","18,360","18,360","657","1,223","3,268","2,587","2,264","2,853","2,688","1,775","899","144","2","8,701","8,701","362","650","1,227","1,385","1,128","1,456","1,274","803","381","35","0","9,659","9,659","295","573","2,041","1,202","1,136","1,397","1,414","972","518","109","2"
"서울특별시 성북구 장위제1동(1129076000)","22,732","22,732","1,225","1,678","2,740","3,123","3,203","4,038","3,669","2,007","942","107","0","11,030","11,030","611","841","1,341","1,620","1,657","1,925","1,761","880","363","31","0","11,702","11,702","614","837","1,399","1,503","1,546","2,113","1,908","1,127","579","76","0"
